review,rating,date,bank,source,processed_review,sentiment_label,sentiment_score,keywords,theme_cluster,themes
"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",3,2023-03-15,Commercial Bank of Ethiopia,Google Play,good thing simplicity undertake basic function update improvement fix release fix year review issue beneficiary fix unable track transaction download appropriate format feature get diminish late update improve fix,NEGATIVE,0.9942827224731445,"['fix', 'transaction', 'good', 'update']",2,['Transaction Issues']
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia,Google Play,app absolutely fantastic love enjoy let support foundation,POSITIVE,0.9997991919517517,['app'],4,['Cluster_4']
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia,Google Play,fund transfer bank reflect account confirmation text message receive,NEUTRAL,0.5,"['bank', 'transfer', 'account']",1,['Transaction Issues']
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia,Google Play,Amazing Mobile Banking App screenshot receipt not work,NEGATIVE,0.9886019825935364,"['app', 'work', 'mobile', 'banking']",0,['Cluster_0']
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,good app reliable crash,NEUTRAL,0.5516,"['app', 'good']",1,['Positive User Experience']
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,nasty lag hour fix rest,NEGATIVE,0.9992411136627197,['fix'],1,['Cluster_1']
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,smart app stop period time device reason,NEGATIVE,0.7012129426002502,"['app', 'time']",3,['Cluster_3']
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play,nice app suitable use weak need data connection hoping fix offline give rate,POSITIVE,0.8669666647911072,"['app', 'fix', 'need', 'use']",1,['Cluster_1']
The updated app is attractive and is working very well. Forced to revise my previous rating of 2 star to 4 star. Hope it will keep on working! Rated it excellent for the past years. Revised my review after it keeps on crashing in 2019 and installing it for a second time in less than 3 months. Please work on the problems.,4,2020-07-25,Commercial Bank of Ethiopia,Google Play,update app attractive work force revise previous rating star star hope work rate excellent past year revise review keep crash instal second time month work problem,NEGATIVE,0.637697160243988,"['app', 'work', 'update', 'time']",2,['Cluster_2']
"I really love this app,it is amazing. It is more flexible than any other banks app. The only and main problem that I encountered with this app is,if it is uninstalled from this devices, I have to go to the bank and mostly the specific barank the account is opened to reconfigur again. This is very unpractical in most cases,since people are traveling and very busy in their day to day activities. Kindly consider to change this option.",5,2023-09-11,Commercial Bank of Ethiopia,Google Play,love app amazing flexible bank app main problem encounter app uninstalled device bank specific barank account open reconfigur unpractical case people travel busy day day activity kindly consider change option,POSITIVE,0.9730662107467651,"['app', 'bank', 'account', 'option']",1,['Security Features']
"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.",2,2020-09-12,Commercial Bank of Ethiopia,Google Play,app year come good version update work sync connection work recent transaction transfer feature work hope come well update soon,POSITIVE,0.9978305697441101,"['app', 'work', 'transaction', 'good', 'update', 'transfer']",2,['Transaction Issues']
"In fact, it's a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. It's not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someone's account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",1,2023-09-04,Commercial Bank of Ethiopia,Google Play,fact good app daily life easy encounter time issue app work network error network good phone happen time transfer money account double transfer word money send time want send find send APP error hope fix soon,NEGATIVE,0.8118277192115784,"['app', 'work', 'fix', 'good', 'time', 'transfer', 'money', 'account', 'easy']",3,['Transaction Issues']
